Order Date,Item Name,Time,Price,Quantity
2024-01-13,소주,21:10,5000,1
2024-01-13,콜라 1.25L,19:10,2500,2
2024-01-13,콜라 1.25L,18:50,2500,1
2024-01-13,순살 치킨,22:50,18000,1
2024-01-13,생맥주 500cc,14:30,4500,1
2024-01-13,마늘 치킨,17:20,20000,1
2024-01-13,양념 치킨,18:20,19000,2
2024-01-13,감자튀김,20:40,6000,1
2024-01-13,생맥주 500cc,19:10,4500,1
2024-01-13,양념 치킨,13:10,19000,1
2024-01-13,양념 치킨,19:30,19000,1
2024-01-13,콜라 1.25L,20:20,2500,2
2024-01-13,생맥주 500cc,19:20,4500,1
2024-01-13,치즈볼,17:30,5000,3
2024-01-13,마늘 치킨,18:00,20000,1
2024-01-13,감자튀김,21:50,6000,1
2024-01-14,마늘 치킨,18:00,20000,1
2024-01-14,반반 치킨,18:50,19000,1
2024-01-14,반반 치킨,19:00,19000,2
2024-01-14,치즈볼,18:30,5000,1
2024-01-14,마늘 치킨,18:50,20000,1
2024-01-14,마늘 치킨,17:30,20000,1
2024-01-14,치즈볼,20:00,5000,3
2024-01-14,생맥주 500cc,20:00,4500,1
2024-01-14,양념 치킨,17:10,19000,1
2024-01-14,후라이드 치킨,17:40,18000,1
2024-01-14,소주,19:00,5000,2
2024-01-14,치즈볼,15:30,5000,1
2024-01-14,반반 치킨,18:40,19000,3
2024-01-14,감자튀김,16:00,6000,1
2024-01-14,소주,17:20,5000,1
2024-01-14,마늘 치킨,20:40,20000,2
2024-01-14,생맥주 500cc,22:30,4500,1
2024-01-14,치즈볼,17:40,5000,3
2024-01-14,순살 치킨,12:10,18000,1
2024-01-14,반반 치킨,23:40,19000,1
2024-01-14,양념 치킨,17:10,19000,3
2024-01-14,마늘 치킨,20:00,20000,2
2024-01-14,생맥주 500cc,18:40,4500,1
2024-01-14,마늘 치킨,12:30,20000,1
2024-01-14,간장 치킨,17:00,19000,1
2024-01-14,감자튀김,19:30,6000,1
2024-01-14,마늘 치킨,20:40,20000,1
2024-01-14,생맥주 500cc,21:10,4500,1
2024-01-14,양념 치킨,18:20,19000,1
2024-01-14,생맥주 500cc,17:50,4500,1
2024-01-14,생맥주 500cc,19:40,4500,1
2024-01-14,콜라 1.25L,20:20,2500,2
2024-01-14,후라이드 치킨,19:50,18000,1
2024-01-14,소주,18:00,5000,2
2024-01-14,반반 치킨,23:20,19000,1
2024-01-14,후라이드 치킨,23:40,18000,1
2024-01-14,감자튀김,00:00,6000,1
2024-01-14,반반 치킨,22:10,19000,2
2024-01-14,후라이드 치킨,19:50,18000,1
2024-01-14,소주,22:00,5000,1
2024-01-14,치즈볼,18:40,5000,2
2024-01-14,소주,13:20,5000,2
2024-01-14,생맥주 500cc,19:50,4500,3
2024-01-14,소주,19:40,5000,3
2024-01-14,콜라 1.25L,22:30,2500,1
2024-01-14,후라이드 치킨,17:50,18000,1
2024-01-14,간장 치킨,17:30,19000,1
2024-01-14,감자튀김,20:00,6000,1
2024-01-14,양념 치킨,19:30,19000,2
2024-01-14,양념 치킨,18:20,19000,1
2024-01-14,콜라 1.25L,16:20,2500,1
2024-01-14,감자튀김,18:20,6000,1
2024-01-14,순살 치킨,18:30,18000,3
2024-01-14,양념 치킨,19:50,19000,3
2024-01-14,간장 치킨,18:50,19000,1
2024-01-14,간장 치킨,18:40,19000,1
2024-01-14,콜라 1.25L,20:00,2500,1
2024-01-16,생맥주 500cc,21:20,4500,1
2024-01-16,소주,17:30,5000,1
2024-01-16,생맥주 500cc,20:10,4500,1
2024-01-16,감자튀김,23:00,6000,3
2024-01-16,반반 치킨,20:30,19000,1
2024-01-16,콜라 1.25L,20:20,2500,1
2024-01-16,양념 치킨,00:20,19000,2
2024-01-16,소주,19:10,5000,3
2024-01-16,후라이드 치킨,15:30,18000,1
2024-01-16,순살 치킨,22:20,18000,1
2024-01-16,치즈볼,17:50,5000,3
2024-01-16,마늘 치킨,22:00,20000,3
2024-01-16,생맥주 500cc,20:20,4500,1
2024-01-16,양념 치킨,20:50,19000,1
2024-01-16,감자튀김,18:50,6000,1
2024-01-16,양념 치킨,19:00,19000,2
2024-01-16,양념 치킨,18:40,19000,1
2024-01-16,반반 치킨,19:30,19000,1
2024-01-16,순살 치킨,18:10,18000,1
2024-01-16,치즈볼,18:40,5000,1
2024-01-16,소주,18:00,5000,1
2024-01-17,순살 치킨,16:40,18000,3
2024-01-17,감자튀김,20:30,6000,2
2024-01-17,양념 치킨,16:00,19000,1
2024-01-17,후라이드 치킨,15:40,18000,2
2024-01-17,소주,21:40,5000,1
2024-01-17,치즈볼,20:40,5000,2
2024-01-17,순살 치킨,13:40,18000,1
2024-01-17,순살 치킨,22:40,18000,1
2024-01-17,생맥주 500cc,21:10,4500,1
2024-01-17,소주,19:40,5000,2
2024-01-17,후라이드 치킨,22:00,18000,2
2024-01-17,반반 치킨,20:10,19000,2
2024-01-17,간장 치킨,21:50,19000,1
2024-01-17,반반 치킨,13:10,19000,2
2024-01-17,생맥주 500cc,18:20,4500,1
2024-01-17,치즈볼,17:40,5000,1
2024-01-17,간장 치킨,15:10,19000,2
2024-01-17,치즈볼,22:30,5000,3
2024-01-17,콜라 1.25L,20:30,2500,1
2024-01-17,간장 치킨,18:40,19000,1
2024-01-17,순살 치킨,19:20,18000,1
2024-01-17,감자튀김,16:00,6000,1
2024-01-17,생맥주 500cc,20:20,4500,1
2024-01-17,콜라 1.25L,15:10,2500,2
2024-01-17,감자튀김,18:30,6000,2
2024-01-17,후라이드 치킨,17:10,18000,1
2024-01-17,마늘 치킨,17:50,20000,1
2024-01-17,양념 치킨,20:20,19000,1
2024-01-17,순살 치킨,22:10,18000,1
2024-01-17,순살 치킨,20:10,18000,1
2024-01-17,마늘 치킨,19:50,20000,1
2024-01-18,후라이드 치킨,19:30,18000,1
2024-01-18,치즈볼,18:50,5000,1
2024-01-18,마늘 치킨,19:50,20000,1
2024-01-18,치즈볼,18:50,5000,1
2024-01-18,치즈볼,18:30,5000,2
2024-01-18,치즈볼,19:10,5000,1
2024-01-18,반반 치킨,22:40,19000,2
2024-01-18,감자튀김,20:20,6000,1
2024-01-18,치즈볼,20:10,5000,2
2024-01-18,간장 치킨,19:20,19000,1
2024-01-18,간장 치킨,20:00,19000,3
2024-01-18,간장 치킨,20:00,19000,1
2024-01-18,후라이드 치킨,22:20,18000,3
2024-01-18,마늘 치킨,20:10,20000,1
2024-01-18,생맥주 500cc,20:30,4500,1
2024-01-18,콜라 1.25L,19:50,2500,2
2024-01-19,반반 치킨,20:30,19000,1
2024-01-19,순살 치킨,17:00,18000,1
2024-01-19,마늘 치킨,17:20,20000,1
2024-01-19,마늘 치킨,15:30,20000,1
2024-01-19,소주,23:30,5000,2
2024-01-19,순살 치킨,20:20,18000,1
2024-01-19,마늘 치킨,20:00,20000,1
2024-01-19,마늘 치킨,22:10,20000,1
2024-01-19,감자튀김,21:20,6000,1
2024-01-19,생맥주 500cc,23:00,4500,3
2024-01-19,감자튀김,17:30,6000,2
2024-01-19,반반 치킨,21:20,19000,1
2024-01-19,양념 치킨,20:40,19000,2
2024-01-19,치즈볼,19:30,5000,3
2024-01-19,생맥주 500cc,22:50,4500,1
2024-01-19,소주,18:40,5000,1
2024-01-19,마늘 치킨,21:10,20000,1
2024-01-19,콜라 1.25L,20:20,2500,2
2024-01-19,마늘 치킨,19:30,20000,2
2024-01-19,후라이드 치킨,18:50,18000,1
2024-01-19,간장 치킨,19:30,19000,2
2024-01-19,감자튀김,20:20,6000,1
2024-01-19,후라이드 치킨,20:50,18000,2
2024-01-19,소주,18:40,5000,1
2024-01-19,마늘 치킨,18:30,20000,1
2024-01-19,생맥주 500cc,22:20,4500,2
2024-01-19,소주,20:10,5000,1
2024-01-19,반반 치킨,17:40,19000,1
2024-01-19,생맥주 500cc,17:40,4500,2
2024-01-19,감자튀김,21:20,6000,1
2024-01-19,콜라 1.25L,15:20,2500,1
2024-01-19,순살 치킨,18:50,18000,1
2024-01-19,반반 치킨,21:10,19000,1
2024-01-19,반반 치킨,17:30,19000,1
2024-01-19,양념 치킨,18:00,19000,1
2024-01-19,생맥주 500cc,17:30,4500,2
2024-01-19,간장 치킨,21:50,19000,3
2024-01-19,생맥주 500cc,00:40,4500,2
2024-01-19,마늘 치킨,00:30,20000,1
2024-01-19,감자튀김,21:00,6000,1
2024-01-20,감자튀김,22:20,6000,1
2024-01-20,치즈볼,22:40,5000,1
2024-01-20,순살 치킨,20:00,18000,1
2024-01-20,반반 치킨,15:10,19000,1
2024-01-20,감자튀김,18:30,6000,1
2024-01-20,간장 치킨,21:20,19000,1
2024-01-20,생맥주 500cc,21:00,4500,1
2024-01-20,양념 치킨,18:50,19000,1
2024-01-20,양념 치킨,22:00,19000,1
2024-01-20,후라이드 치킨,19:50,18000,1
2024-01-20,반반 치킨,20:10,19000,1
2024-01-20,간장 치킨,20:40,19000,1
2024-01-20,반반 치킨,17:20,19000,2
2024-01-20,치즈볼,22:20,5000,3
2024-01-20,후라이드 치킨,18:00,18000,1
2024-01-20,생맥주 500cc,12:00,4500,1
2024-01-20,콜라 1.25L,21:40,2500,2
2024-01-20,마늘 치킨,17:40,20000,1
2024-01-20,감자튀김,20:50,6000,1
2024-01-20,마늘 치킨,20:40,20000,2
2024-01-20,콜라 1.25L,18:20,2500,1
2024-01-20,치즈볼,23:20,5000,1
2024-01-20,감자튀김,20:40,6000,3
2024-01-20,양념 치킨,21:00,19000,1
2024-01-20,반반 치킨,19:50,19000,1
2024-01-20,후라이드 치킨,16:10,18000,1
2024-01-20,소주,17:00,5000,1
2024-01-20,생맥주 500cc,17:30,4500,2
2024-01-20,순살 치킨,18:10,18000,1
2024-01-20,감자튀김,19:00,6000,1
2024-01-20,소주,17:50,5000,1
2024-01-20,치즈볼,19:10,5000,2
2024-01-20,간장 치킨,22:10,19000,1
2024-01-20,감자튀김,18:00,6000,1
2024-01-20,순살 치킨,18:00,18000,2
2024-01-20,감자튀김,19:00,6000,2
2024-01-20,소주,19:20,5000,1
2024-01-20,생맥주 500cc,18:40,4500,2
2024-01-20,순살 치킨,18:20,18000,1
2024-01-20,생맥주 500cc,17:50,4500,1
2024-01-20,치즈볼,17:20,5000,1
2024-01-20,생맥주 500cc,19:00,4500,1
2024-01-20,반반 치킨,22:20,19000,1
2024-01-20,감자튀김,19:30,6000,1
2024-01-20,반반 치킨,19:40,19000,1
2024-01-20,감자튀김,21:00,6000,1
2024-01-20,간장 치킨,21:30,19000,1
2024-01-20,치즈볼,21:20,5000,1
2024-01-20,후라이드 치킨,18:20,18000,1
2024-01-20,양념 치킨,18:40,19000,1
2024-01-20,양념 치킨,19:30,19000,3
2024-01-20,생맥주 500cc,17:20,4500,1
2024-01-20,후라이드 치킨,19:50,18000,1
2024-01-20,후라이드 치킨,20:00,18000,3
2024-01-20,생맥주 500cc,22:50,4500,2
2024-01-20,후라이드 치킨,21:50,18000,1
2024-01-21,콜라 1.25L,20:40,2500,1
2024-01-21,반반 치킨,21:40,19000,1
2024-01-21,양념 치킨,15:00,19000,1
2024-01-21,콜라 1.25L,19:30,2500,2
2024-01-21,양념 치킨,23:50,19000,1
2024-01-21,후라이드 치킨,20:10,18000,2
2024-01-21,마늘 치킨,23:30,20000,3
2024-01-21,감자튀김,23:30,6000,3
2024-01-21,치즈볼,19:00,5000,2
2024-01-21,생맥주 500cc,23:20,4500,1
2024-01-21,순살 치킨,19:20,18000,1
2024-01-21,후라이드 치킨,19:10,18000,2
2024-01-21,간장 치킨,20:40,19000,1
2024-01-21,반반 치킨,18:40,19000,1
2024-01-21,반반 치킨,20:00,19000,1
2024-01-21,콜라 1.25L,17:40,2500,1
2024-01-21,소주,19:10,5000,3
2024-01-21,반반 치킨,21:10,19000,2
2024-01-21,간장 치킨,17:10,19000,2
2024-01-21,콜라 1.25L,18:20,2500,1
2024-01-21,치즈볼,18:40,5000,1
2024-01-21,반반 치킨,19:20,19000,2
2024-01-21,생맥주 500cc,20:30,4500,3
2024-01-21,반반 치킨,22:30,19000,1
2024-01-21,양념 치킨,18:10,19000,1
2024-01-21,순살 치킨,20:30,18000,1
2024-01-21,감자튀김,18:00,6000,3
2024-01-21,콜라 1.25L,18:00,2500,1
2024-01-21,생맥주 500cc,17:50,4500,1
2024-01-21,치즈볼,18:20,5000,1
